review,Label
Need huge improvement,Negative
" Given the appointment for 2:30PM. On arrival, the patient was told that they had no appointment. Had to wait an hour to be seen. ",Negative
" staff behavior was worst than i can imagine.they asked me to sit at doorway on chair where people are coming and going to visit different doctors. for my half hour bottled injection which supposed to be inside clinic at bed 
mindset of rural sind????",Negative
Not Satisfied,Negative
" Doctor is good, unho ne sakoon se mujhy suna",positive
Satisfied,Positive
clinic good nhe tha par doctor ache thay.,Neutral
I was on time while clinic was opened late but doctor cleared all my doubts.,Neutral
Didnot like the service,Negative
Best doctor!,Positive
Dr. Sahab  mujko visa ni mil rha hai ilaj ke liye aana tha ap kuch kre india se hu me problem m hu me,Negative
"Very poor.  Doctor committed to send me written prescription in 3 to 4 hrs after consultation. After 6 hrs, when I started approaching oladoc; Doctor informed them He is out so can't prescribe anything. After 5 days I got my written prescription. ",Negative
bad attitude,Negative
" The medicine that was recommended by doctor was not according to patient symptoms, Secondly i had to wait for hour after booking appointment from Oladoc.
",positive
I experienced Dr. Nousheen as a humble person and she is very helpful and co-operative. She guided me about my child's health fully. I'm 100 percent satisfied.,positive
Staff is very good but doctor is bad.,Neutral
very disappointing doctor is not available at clinic. we travel from layyah to multan.very typical pakistani behaivour of ill professionalism.,Negative
Good doctor,positive
" Very bad experience to talk with Dr Jai
Thank you Dr sb",Negative
Video consultantation was not seamless.,Negative
Lag raha tha doctor kisi aur kaam ma masroof ha,Negative
my visit was just normal.,Neutral
" NOT RECOMMENDED 
My experience was not good 
He gave me just counted 110 second 
Not even listen properly and tell properly 
May 2 reasons kay liya giya aik reason ki medicine lik kay day di wo bhe bagair sai check kiya i even don't trust that medici",negative
He is not A doctor.He is a Qasai,Negative
Highly recommend.,Positive
" Doctor was very cooperative and kind person, Highly recommended ",positive
" Good service, doctor was humble and responses well.",Positive
Wait for long time to consult with Doctor,negative
Good,Positive
I requested yesterday untill now no one contact with me.,Negative
Not experience person not proper qualified with work,Negative
" Doctor Not available in clinic, still my patient is waiting NO immediate response ot oladoc company no complain action",Negative
" I am satisfied with the check up done by Honrable Dr,
and most of all I have liked the attitude of the doctor Shb.
May Allah grant long life to Dr. Uzair sahb (Ameen).",Positive
One of the best doctor.,positive
" Very disappointed my appointment was on 12 pm and they said wait your appointment will be on 2 pm 
",Negative
Satisfied with the check up but have to wait for more than half an hour.,Neutral
Overall perfect,positive
Why is he so highly rated. Just ordinary doctor,Neutral
" I liked her. She had a direct approach to treatment and was even funny towards the end, plus it looks like she knows what she’s doing! She did her best to understand and listen empathetically.",Positive
" Excellent Env, superb Dr. Guidance about problems. Excellent ever Stay Blessed Dr Nasir Raza Awan",positive
Excellent Response. And Very Friendly,Positive
great doctor for pregnancy issues,positive
my visit to the doctor sujaad was normal.,Neutral
"  sweet nice and humble doctor, listens to you properly ",positive
No Response,Negative
Try to be on time for doctor and staff should well behave and patient must attend according to the time given by staff or online.,Negative
Good visit,positive
doctor was good but staff was not cooperative at all.,Neutral
Overall nice experience,positive
Staff was not cooperative but doctor was much humble and expert.,Neutral
Highly satisfied she guided me thouroughly,positive
NOT satisfied with few things. Doctor is just fine.. lets see what happens till the next appointment,Neutral
" The doctor didn't even show up, I went for a chiropractic session. I got a light massage and some heat and they charged me Rs 2,000/-. Completely disappointed. What a scam!",Negative
" I am not Satisfied,  I didn't get the 20% discount despite my pre-booking, and I'm very sorry.",Negative
Good experience,Positive
Ok,Neutral
His staff don't know how to manage appointments but doctor himself was very cooperative.,Neutral
" Yes, he analyses and see the kid very calmly and thoroughly and listen to all our problems and answers all our questions very patiently.amazing doctor ",Positive
Such a blessed doctor,positive
I was told that doctor fees is 2500 RS but I paid 3000 RS,Negative
The way to understand  patients problems is not satisfying. She doesnot clearly tell the patients issue. So patient is confused to understand what problem is actually.,Negative
" It was a great experience. Dr. Sarah is so kind and humble, provide a friendly environment for her patients. She Guides her patients to satisfaction. ",Positive
No satisfied,Negative
Not satisfied,Negative
she just tried to extract money from me wherever she can.. the bill of few products she gave me for skin was 10K and she also forced me to do other treatments that will cost me another 20 to 30K,negative
" Doctor was in a hurry, he didn't pay attention to me.",negative
Not checked,Negative
He seemed very knowledgeable. Was easy to talk to. The overall experience was smooth and i was satisfied,positive
Treatment charges are more .overall not good,Negative
He didn't even listen to my health related issues for a minute and immediately asked to get a procedure done from a specific doctor ( why a specific name from where i should get the procedure done). Then take the appointment  again.,Negative
Waited too much about 20 minutes,Negative
Was an absolute disaster,Negative
Not satisfied.,Negative
Very Grateful to Dr Omer for best consultation,Positive
Great doctor,Positive
No experience after waiting for 3 hour... He just give me 4 min.... I am not satisfied.,Negative
Voice quality is poor. My internet was fine so it might be due to some problem with the platform.,Negative
" Dr Imran ullah ikhlaq is not good, bad Counseling, congested clinic,fees very expensive",Negative
It was good,Positive
" Very humble, and good doctor . Explained everything in detail.  Very satisfied ",Positive
Nice And cooperative Doctor,Positive
I can't say much about session.,Negative
" Great family
 doctor ",Positive
Report plesse,Negative
dr anees is normal doctor,Neutral
Doctor could not satisfy me,Negative
This is to much late. No contact to doctor and share our discuss.,Negative
High professionalism but doctor diagnosis was not good,Neutral
The doctor was very helpful and professional. She listened to me patiently and asked all the relevant   questions. I'm extremely satisfied with the consult. Thank you Dr. Hafsa Ibrahim.,positive
Why Dr is not consult with me,Negative
" Doctor got rid off without explaining about the disease
",Negative
Doctor advice didn't help,Negative
Asalamulaikum Doctor's behavior was good.He was very polite.God bless him.,Positive
" I booked an appointment for my friend for 12:30pm. He reached the hospital at 12:10pm
Hospital staff said that the doctor is not available. He will start checking patients around 3pm.",Negative
I m still waiting on the appointment. Doc didn't join at the scheduled time. Now reschedule,Negative
humein wait krna para but doctor was good.,Neutral
We are paying a big amount to the doctor  2500. And he was so arrogant that even was not in mood to completely listen the patient or his/her attendant. Doctor behavior & way of talk to the patient matter alot. He should satisfy his patient completely,Negative
Doctor was good,Positive
There is no way to send messages or pictures or videos. Usually in skin disease patient sends pictures.,Negative
Good attitude good behaviour with a nice way of explanation,Positive
For money making prescribe unnecessary tests.,Negative
" Totally unsatisfactory treatment with very non professional approach. 
Doctors like him are only money making machines.",Negative
Overall ..Excellent,positive
" He responded the appointment from a car,the medicines also were not effective.
Several medicines were skipped(he didnt mention) which we were previously using and only upon asking he said ok you can continue neubulizer.",Negative
" nice dr
",Positive
my visit was ok with Doctor hariss.,Neutral
Overall experience is good.,Positive
doctor nazir was very cooperative but his staff was rude.,Neutral
Fee 1500 not 1000,Negative
Not satisfied,Negative
The overall process and experience should be digitized to improve,Negative
Humein 1 ghanta wait krna para lkin doctor shb ache thay.,Neutral
What is purpose of advance appointment if there is wait time of more than 1.5 hours?,Negative
I was charged more than what I was told,Negative
" Dr. Not available 

",Negative
Great experience as a first timer. I barely waited to be helped when I checked in. Dr.Rubab was very friendly and helpful. I especially loved how she really took her time to explain and discuss my conditions with me. Highly recommended,positive
Could not clearly guide me,Negative
Video consultation has many glitches,Negative
Unprofessional doctor,Negative
Reception staff was not accepting oladoc online payment instead I showed them the receipt.,Negative
" Thank you Dr. Danial.. He is a humble person who listens so patiently and guides accurately.
",Positive
staff ko train krna chahye par doctor acha tha.,Neutral
staff was very nice but doctor did not give me proper time.,Neutral
Sacha a nice person & soo humble,Positive
Recommended very helpful,positive
" Totally Satisfied with the Doctor. He was very attentive and cooperative, listened to problem with full interest and gave medicine. 10/10",Positive
Dr did not share any prescription. But he said use my own expesive medicine. Strange. Not recommended at all,Negative
Still waiting my CBC test,Negative
Best of best 10 out of 10,Positive
" I like it .
And she is a great personality ",Positive
" The fee mentioned here is wrong. They charged 1650 + 200 for registration.

The doctor came after 1 hour and 20 minutes because she was busy in a procedure.

The doctor is good and I am satisfied but fix the price.",Negative
Doctor imran was nice but his staff was not good.,Neutral
" Very nice doctor, answered all my questions properly. Very humble and sincere 
Fully recommended
",positive
Taj Complex Enviroment Not Good. Staff and other doctor and medical person behavior is to much cheap and Dr.Emadullah kirmani is best  doctor...,neutral
He was 30 mins late,Negative
" Good experience overall
",Positive
Irrelevant and uncomfortable session,Negative
So cheap vibes from a doctor,Negative
visit was just normal.,Neutral
Doctor junaid was ok doctor.,Neutral
Such a good and friendly doctor understands everything and guide you throughly,Positive
Very well experienced and understanding doctor,positive
Not happy with doc totally waste of money wazt brother he just give me 5 minutes he wants 2 get rid of me quickly don't go there waste of money,Negative
Doctor ne proper time diya but staff misguided me.,Neutral
Doctor na sirf 5 min dekha mujha,Negative
Can not satisfy us,Negative
" The Doctor was not that much responsive, soft and kind that a doctor should be, he did not instructed us about the Patient's diet.",positive
Very bad,Negative
I don't think he is a doctor. He did not prescribe a single allopathic medicine total neutraceutical of local companies with very high rates,Negative
" Polite,  understanding and guide thoroughly...  Explains everything very well.",Positive
I haven't received my plan,Negative
Very nice experience with doctor Asif. He listen very carefully and humbling. Recommend doctor.,Positive
She is very professional and kind.,Positive
It was my 1st experience with Oladoc and I express my full satisfaction with the service provided me at home..... Thank you Oladoc,Positive
doctor is good but clinic's pharmacy has no medicines .,Neutral
Excellent service,positive
Amazing doc,Positive
" Well I had to rebook my appointment as the doctor wasn't available and I had to talk to Usama Hamza and Abdullah to get it rebooked.  even after that I had to wait for more than an hour!! Honestly speaking, I am quite disappointed ",Negative
I had to wait for too long.,Negative
he is just a ok doctor.,Neutral
Doctor should be careful of his words. He should not speak everthing that comes on his mind,Negative
Satisfied with checkup specially Doctor samia sahib.,Positive
Doctor came late,Negative
" Dr,Salman jilani.consultant.",positive
Good doctor Satisfied She is cooperative and good in language and experience,Positive
I don't know,Neutral
" Jab bhi Dr sy bat ki aisa lga k jaldi m hen wo k ye consultation khtam ho or dusry patients ko dekhon bs paisy kmany m baithy hen ye sab 
",Negative
Highly Recommended,positive
Satisfied,positive
Maroof hospital not recognizing oladoc.Later after calling they accepted but had to wait 45 mins for checkup,Negative
Not listened me and try to cut call within 1 min pathetic experience need my money back thats not a right way to talk,Negative
It was a good experience to visit here,Positive
OLADOC200 discount nahi mila,Negative
Doctor donot accept online appointment jo ap ne di,Negative
only average experience with doctor rehman.,Neutral
Doctor was very late but he apologized and gave us extra time.,Neutral
Hospital should be clean,Neutral
fraudy doctor ha,Negative
he was just average doctor.,Neutral
Audio was not going through,Negative
Dr. Sara was not available. Dr. Sajid khan was seeing her patients,Negative
" Good Doctor
",positive
Very satisfied,positive
" Doctor Just Asked  2 questions and prescribed Medication,  he was in hurry and have not paid much attention. May be the problem is to common that he had already applied these medicine on other patients. Its my first Visit. Lets see what happens.",Neutral
Doctor junaid was ok doctor.,Neutral
" Humble ,soft spoken and guided us very well.",positive
" Dr. Wazahat is a super humble individual, makes the patient extremely comfortable with his friendly and humble attitude. Patiently listen to the issue and advise accordingly. Will highly recommend him...",Positive
The doctor was not available,Negative
Doctor diagnosed my issue very well. Had an amazing experience over the call. Highly recommended,Positive
Doctor uss clinic pr nahi bathta,Negative
Great Doctor Ma Sha Allah. Thank you for taking care of your patients so delicately. Highly recommended,Positive
Pehly to hospital ne inkar krdiya inke name ka koi doctor hai phir executive clinic mein wait kiya then inke assistant khana khany mein lgy thy or doctor sab ne call hi nhi pick ki All the way from thokar zalalat hui or checkup bh ni hoska,Negative
overall good experience .Recommended for sure,positive
Dr. Bakht is a very professional ENT specialist. He explains the causes of symptoms very well to the patients instead of just prescribing medications like other doctors that I have visited.,Positive
" Not satisfied she has no ultrasound facility .after checking she give new date for ultrasound but facility was not avaliable on that date......
....................,........
......
........
..",Negative
staff is great but doctor is not professional.,Neutral
" Bad Doctor, while courteous did not under the problem. He prescribed 6 medicines for a fever which is very strange. Recommended using a nebuliser without providing guidelines on the call. Had to keep calling him. Also, medicines were prescribed in bits",Negative
" Good doctor
",Positive
Dr Muhammad Haris Burki is very kind and friendly,Positive
Dr is very cooperative.,Positive
Could not clearly guide me,Negative
" Good experience 
",Positive
Best,Positive
Dr Sb is professional. Listens carefully and responds fastly. Good natured. Recommended.,Positive
Doctor is just normal.,Neutral
Just a great doctor and will guide you like a brother,positive
I recommend Dr.s.k.nizi,Positive
The fee says 2000 rupees but when I got to the clinic they asked for 2500,Negative
" Excellent dealt by Respective Dr. Fakhir Yousuf (Urologist)-Karachi to me. As a patient, he addressed me with all possible ways, i really grateful to him as much i am satisfied. I wish him all the best...!!! Regards,",Positive
Not gonna lie it was average experience with doctor shehzad,Neutral
" In my first hospital vist I am waiting more than 2 hours and at the time of my turn doctor just said is time to close clinic and I am not able to check eyes because put eye drops into eyes and then check so you come tomorrow
",Negative
Dr Fatima thinks very highly of herself,Negative
" It was a good experience with Dr Humaira sahiba she is very amicable person May ALLAH BLESSED HER

",positive
Good experience,Positive
doctor was just ok.,Neutral
It was good.,positive
I was not able to pay checkup fee 2500 bcz I am orphan boy. I have no resource of income but due to my health condition I collect money and pay doctor checkup fee but it is usless. Doc recommended me to go other doc. If u anything return my money. Plz,Negative
Professional Doctor,positive
" Very nice and experienced doctor... fully satisfied ... however, the facility is very congested and over crowded..",positive
it's really nice to connect with her she is really polite and i personally felt great comfort through out the session,positive
Fully satisfied,positive
doctor abbas is a ok doctor,Neutral
Nahi acha tha,Negative
" Good professional,  got relief with the first dose.  ",Positive
The experience was good. The Dr. was very humble and listened to me carefully and provided helpful feedback.,Positive
It was an excellent visit. Doctor very good listener and well experienced in his profession.,Positive
Doctor didn't show up,Negative
I couldnot come in contact with the doctor,Negative
Wonderful experience with (Holistic Care). Dr. Ayesha was a wonderful nutritionist and the staff was always helpful and kind.,Positive
It was an awesome visit. Dr had given sufficient time for rehab.,Positive
Very cooperative,positive
Very very professional and humble personality.,Positive
Best doctor highly recommend,Positive
100% Satisfied with overall experience.,Positive
he treated me not that good,Neutral
" Assalamoalaikum,
Dear reader this is an honest feedback. Dr. Rabia is a very nice person, she listens and reflects very passionately and she is endlessly cooperative.",positive
Bekar doctor,Negative
Good,positive
its nice and easy at the convenience of your home. highly recommended,Positive
I was misdiagonsed by the doctor,Negative
Good doctor listened carefully.,positive
The services that I receive from Dr. Muhammad Saqlain is excellent. Dr. Muhammad Saqlain and the staff are friendly and ensure that I am properly informed about my health and care. I would have no qualms in recommending them to friendly and friends.,Positive
" We have time at 7pm but Doctor came at 8.15pm.
Please improve it. However  Doctor checked properly.
Regards.
Javaid",Negative
Main gaya tha lakin Dr sahib majood naa tha khain bahir gy thy mulakat nahi ho saki,Negative
Good Experience,Positive
" Nice doctor, takes patient history and calms the patient down",Positive
Doctor's attention was completely dividend as he was driving during the entire appointment. He didn't upload the prescription for many hours after the appointment. Pharmacist had very hard time reading the prescription. Doctor didn't even bother look,Negative
Application was not working,Negative
it was normal experience with doctor alina,Neutral
Oladoc were not helpful,Negative
staff was not nice but doctor was good,Neutral
Great Doctor.,Positive
Farak nahi pada mujha,Negative
I didn't receive my reports yet.,Negative
It is good experience in hospital.,Positive
" She is nice person and personality, we are satisfied ",positive
doctor time pr Nahi aya,Negative
The clinic said we have notification from olodoc.... Ajeeb.....,Negative
She is the best doctor. I appreciate her kind and positive consultancy. I will recommend to my friends too.,Positive
She checked and directly suggest surgery without giving a one medicine. When we insist then she write some medication. What a Non-professional way to handle a patient.,Negative
Dr Ghazala bht achi dr hn mein 5 years se ja rhi hn wo bht hi professional hn,Positive
He is not a good dietician,Negative
Overall good.,positive
She's a good doctor,Positive
" Please attach my prescription!!

",Negative
mujhy buhat intizar krna para lkin doctor shb buhat ache thay.,Neutral
Nice doctor but not response for my call other wise good doctor,Neutral
The visit was good. And such a nice person he was.,Positive
Overall great experience i had,positive
The doc was on time. Gave credible consultancy.,Positive
The doctor is really cooperative.She listened to my all concern and explained everything well,positive
" Not good. Staff are non cooperative. 
",Negative
My name was not listed for apointment its was first come first serve. And I expect to get my checkup for the appointment that i  have  booked.,Negative
" I had great experience with Dr Rabia Nafees she lisnened me very calmly and give good advices.
I highly recommended her",Positive
Dr. Mujtaba has a very strong grip in his field. Thoroughly listens and offers medical treatment keeping in mind complete history. Highly qualified from USA and genuinely cares about the patient and goes the extra mile. Keep up the great work.,Positive
He ended up within 10 minutes. We were expecting that we will be questioning us but he didn't do this he just wrote medicine after viewing reports and when we asked about diet he gave us book to read and diet is mentioned on it. Really NOT SATISFIED.,Negative
Mai satisfied hui Dr noman k behaviour sy ..or bohat Acha checkup kia,positive
" she is very nice lady, i will definitely visit her again ",Positive
Good experience,positive
It was a not bad experience. Some unnecessary tests which increase my treatment cost. Uric acid bhe abhe thek nahi hova. I hope yeh thek hojay.,Neutral
Ok,Neutral
What a great doctor. Very friendly with kids. Listened & discussed the problem briefly. Recommended to take advice from Dr. Raheela.,Positive
The doctor is so nice and professional. She took time to properly answer all our concerns and questions. Highly recommended.,positive
Our experience was just ok.,Neutral
Doctor Akhtar was just average.,Neutral
It was good experience with the doctor. She listened to me carefully and a patient needs it above all things.,Positive
average experience with doctor akmal,Neutral
" It was very good and satisfying.
",Positive
Very nice and satisfied,positive
Fucking pathetic,Negative
" Good environment for patient, valuable response and advice from Doctor side, Doctor's assistant was very helpful and cooperative....",Positive
" No response from doctor side 
Waiting for his reply from 2 days ",Negative
" I think 10 minutes consultation is not enough.Patients should be able to pay more for extended time.
For a new Patient any Dr needs more time.Dr must also consider needs of a patient. ",Negative
On reception person was very rude and was taking so long and also their was no appointment system,negative
" I was very much worried about my chest problem .. but she is very co'operative,helping ,and sweet ... I am totally satisfied ",positive
Over All excelllent.,Positive
Doctor behave very rude,Negative
Normal conversation with Dr Sb,Neutral
The experience was good recommend,Positive
"  No OPD staff , So no Queue system.

Doctor behaviour was not good.",Negative
" I'm still at clinic, still no doctor ",Negative
Clinic was found closed. Notice was pasted in which it was mentioned that clinic is closed from 10 to 15 June.,Negative
Good,Positive
Good Doctor,positive
Excellent,Positive
Call disconnected and can’t get hold of the doctor after calling several times. Maybe technology issues at that end,Negative
Stupid arrogant doctor,Negative
Nice doctor,positive
Doctor rana M.Asghar Ali best doctor of children behavior is so sweet .I am impress,positive
Good Experience,positive
I have to wait but doctor gave proper time and medicine was effective.. satisfied with Doctor but City hospitel staff are theives. I said them i have paid 200 from but receiptionist refused and ask to pay again that 200,Negative
Its really impressive to be checked through oladoc. specially for interior,Positive
good doctor,Positive
" A good man with very productive & useful medical prescriptions.From the 1st dose, all problems of BP & Sugar has disappeared..Finally Meet with a good doctor.",Positive
he is just a normal doctor. Just ok,Neutral
Highly recommended most knowledgeable consultant i have ever seen. His diagnosis started from the root cause. I would highly recommend Dr. Wasim.,Positive
it could have been better,Neutral
The doctor was competent,Positive
Very humble. Answered all my questions.,Positive
Still have not gotten the prescription,Negative
It was a good experience.,positive
Dr Waseem Javaid is the best chiropractor in Lahore. His way of chiropractic treatment is very professional and according to the standard. Highly recommended,Positive
Mr. Daniyal is not a doctor,Negative
Good,Positive
He is just a ok doctor.,Neutral
Negative Experience,Negative
Dr. Ansari was really good and considerate. He patiently listened to all details and guided accordingly.,positive
" They did not consider my appointment made via oladoc and I was put on chance and had to wait for quite some time. That was not a good experience but the doctor was good. I was told to book directly with them next time, kindly correspond with them on this matter",Neutral
he was just normal doctor in pcsir.,Neutral
Poor work,Negative
My appointment was bungled up I had to wait for an hour for doctor and I was the only patient .,Negative
approx 2 hours waiting time. It's patehtic service. Will not recommend any one.,Negative
Visit was not much good .She don't gave her own advice.,Negative
Good n now see the result of cure,Positive
" My ear was clogged , he couldnt clean it because he was ill equiped and had no supporting staff. Waste of time and money.",Negative
Fee is quite expensive but doctor was very good.,Neutral
ok ok,Neutral
" Very pleasant experience with Dr Usman Imtiaz sab, his attitude towards me was just like close brothers & at the same time very professional. Chughtai's staff on the reception was very respectful & helpful to me. Well-done Chughtai's lalik chowk branch",Positive
Dr did not guide well . She said to meet her physically . I am not satisfied,Negative
" The appointment was for 11 reached a couple of mins before, Dr was on rounds in the wards. He arrived at 12.05. 
Have received medicine, how effective the doctor is only time will tell.",Negative
Very nice experience,Positive
" Her medicine reacted and kid got allergy on entire body. though we went for face only, She gave medication for entire body costing 15k. Her mobile number given on prescription paper isn’t in working condition either. V can’t contct her 4 assistance. ",Negative
She good listener I am satisfied and she guide me very well .,positive
Good experience,Positive
Try to be on time for doctor and staff should well behave and patient must attend according to the time given by staff or online.,Negative
" Excellent doctor, my mother has diabetes and hypertension, dr Usman gave us an hour of his precious time, he scientifically explained issue and how medicines will work in body, listened patiently and advised medicines, lifestyle changes, HUMBLE WISE ",positive
Unsatisfied,Negative
Staff did not cooperated with us but doctor guided us properly.,Neutral
Average services,Neutral
this was my second experience and both the times there was constant connectivity issues from the other side and the call disconnected midway,Negative
experience with doctor akhar was average.,Neutral
Good experience just a little bit of call breakage twice in between,neutral
She did not suggested me good solutions for my hair fall problem,Negative
Alhamdullillah best doctor so far. She has given us full time . he was very polite . i recommend this doctor to every one,positive
Almost worthless,Negative
professional in his field,positive
Not helpful at all,Negative
Highly Recomended.,positive
I am very satisfied,Positive
" Last time on 23rd and 24th Nov, 2022 I have gone Chugthai Lab and got good facilitation but this time on 21st December, 2022, I have gone there for my blood tests. I have told the person Mr. Mohsin for discount of 25% but he denied.",Neutral
" The doctor is not having a good behaviour with the patient.
Totally disappointed.
",Negative
MASHALLAH bht bht achiii doc hen ALLAH unhy or kamiyan kren,Positive
No response for follow-up,Negative
I am doctor Farah. Patient's mother. I have a request for Dr Bukhari if he can do a detailed online checkup but he didn't,Negative
Waiting time was too long and doctor had connectivity issue. Later called on WhatsApp for consultation,Negative
" Amazing People Staff & Doctor
",positive
You have to get slip after you went there there is no benefit of getting timing from this app thats very frustrating what is the point then it’s like no one know about this app amd they dont care at all but the doctor worth the waiting time,Neutral
Worthless doctor,Negative
" Extremely professional, really well mannered and a very experienced doctor",positive
It was my 1st experience which is good enough and satisfactory,Positive
normal experience with doctor riaz.,Neutral
everything was good at clinic but his one of his staff member was very rude,Neutral
The doctor was humble and supportive... I recommend her.,Positive
" Doctor Ijaz takes care of his patients. I have visit last night and I recommend his services. 
Thanks Doctor ",positive
" Good behavior
Am Satisfied 
",Positive
Excellent doctor. Went out of his way to diagnose and treat in coordination with radiologists. Quick and accurate diagnosis and excellent medicines prescribed.,positive
Average experience.,Neutral
Not worth it,Negative
humari family ka experience bs normal raha.,Neutral
I didn’t get proper 20% off with promo code provided by oladoc. Kindly please check. As I got this code in message from oladoc: 22578894,Negative
Problem not solved.I eat medicine but not feeling relax.bleeding is not in control.2.3 time bleeding coming a day,Negative
Checkup was good. Overall he s a good specialist,Positive
Had an amazing experience with DR. He. Listened to the problems and guided alot. Will rate 10/10,Positive
The staff didn't came with card pos machine for card payment.,Negative
" Bht achi doc hen thank for sharing 
",Positive
"  Satisfied 100% , Highly Recommended 

",positive
" Doctor not responds to my call 


",Negative
Good experience,positive
The experience was good,positive
Medicines which she recommended were a bit expensive,Negative
" Very warm personality, satisfied with the checkup but had wait alot from the set appointment. Ola doc Really need to reduce wait time by actually setting up an appointment in advance even though if they need upfront payment. ",neutral
It was little problem in a start due to internet connection problem from his side but all sorted then we communicate easily,Negative
Docotor Sir helpful and kind as always.,Positive
" I had to wait in the counter for payment for more then 45 minutes
",Negative
Koi faida nahi hota oladoc ke appointment ka,Negative
Unnecessary ultra sound and blood tests prescribed by doctor. No credit card facility available in center.,Negative
No response,Negative
best doctor,positive
She understood and prescribed the medicine,Positive
doctor waraich was just average doctor.,Neutral
abbas is just the average doctor.,Neutral
" I was not expecting this behaviour , he didn't even listen to me.
",Negative
Reception staff was not accepting oladoc online payment instead I showed them the receipt.,Negative
100% satisfied Alhumdulilah,Positive
" Over All Dr Shumaila Yasir has a Great Dr...
Butt Hospital Staff misguide and misscommunicated me..
",neutral
he was just normal doctor in pcsir.,Neutral
An early but bad experience,Negative
Very kind and professional doctor.,Positive
Chawal badtmeez doctor ha,Negative
" The doctor was supposed to share prescription with me over WhatsApp
I haven't received any ",Negative
Very pathetic experience i faced during medication. He was totally unable to diagnose the real issue. And when I tried to engage with him during severe pain in my eye on holiday he simply ignored and not like to reply me.,Negative
" Good and competent doctor, gave me a good listen",Positive
I am fully satisfied with the staff and most of all with the doctor.,Positive
Experienced and caring doctor.,positive
He guides well... Overall nice experience,Positive
Dr umair khurshid  is a great doctor! He’s very understanding and listens to your concerns. He takes time with the patient to help them with their health issues! I highly recommend him to anyone looking for a specialist.,positive
Professional doctor with good behaviour.,Positive
" He was kind and listened very carefully. 
",Positive
Ma yea app use nahi kru ga future ma,Negative
There were voice problem during the call,Negative
Great Experience,Positive
" She has not given the hope that we can come out of our health problem.
",Negative
We were extra charged. You had booked appointment for 1000 but they charged 1500,Negative
doctor and his staff was just ok,Neutral
Doctor didn't come,Negative
Mera time waste hua ha bohat,Negative
Very informative and satisfactory has been many years since I go to afzal lodhi...excellent doctor,positive
staff and doctor is ok.,Neutral
Excellent staff,positive
" Best experience
",positive
" Remarkable doctor 100% satisfied with the treatment
",positive
Not satisfied,Negative
" Thanku, it was satisfactory",Positive
Good doctor,Positive
I waited for an hour but doctor was good.,Neutral
nice doctor,Positive
Unpleasant experience overall,Negative
Very Nice Doctor,Positive
Still trying to get appointment but no one contacting us poor service still waiting for oppointment call from last 5 hours,Negative
No benefit of getting appointment through oladoc. They treated as patient without appointment and waited for more than 1.5 hours.,Negative
Doctor ki medicines se buhat faraq para but staff buhat rude he,Neutral
I found doctor very expressive and friendly.,Positive
Very good doctor..I m very satisfied,Positive
Clinic environment not good lab is very expensive compare with out side plz tell lab mangment controlle lab and testes fees too much high,Negative
Excellent,Positive
" They didn't oblige appointment via this app.
Dr. Was good and experienced but waited 1 hour",Negative
" She is the most polite and best doctor of the city. I took my mother and she checked her as she was checking her own mother. Listened to the problem carefully,  explained everything in details, was so polite and nice in checking, dealt with the probl",Positive
" I was referred to 'Hear & Talk Clinic, Taj Complex, G. Chorangi' for audiometry tests. The Lab was very dilapidated with old outdated equipment and technology. There, I experienced criminally irresponsible & unprofessional behaviour.

THE TEST WAS DO",Negative
I had to wait for 1.5 hours. Not satisfied,negative
experience with doctor ali was ok,Neutral
Not cool...,Negative
Very bad doctor,Negative
Fatabulous,Positive
staff and doctor both are ok,Neutral
Dr was a thorough professional.,Positive
But very expensive and too much waiting is an other issue,Negative
loved it,Positive
Didn’t get a call and turns out they don’t have MRI facilities in Karachi.,Negative
Very humble person friendly,positive
Just pathetic,Negative
I am not happy,Negative
They cancelled it only an hour before the appointment,Negative
Pleasant experience. Dr listened each and every aspect discussed with patient. Its online consultation.,positive
Not bad but its our first time which is in video conferrence,Negative
" Dr. Salman did my checkup very well, I am satisfied with him and the attitude of the hospital staff was also very good, I thank him.",Positive
Best doctor Alhamduillah,Positive
Not cool and good,Negative
He is not a doc he is a qasai he has commission in lab test he insist that trst only done by his ref lab i ll not advise anyone to visit him,Negative
Appointment was booked with time a lot and still had to wait for 2 hrs as it was 1st come there,Negative
staff & doctor was normal experience.,Neutral
I went for ear cleaning and Doctor was Very Good. He was thorough and told me about the procedure beforehand. Gave me some drops and told to visit again. Would recommend 100%,Positive
" A strong welcoming, open and very attractive person, listen to my case very sincerely and helped me with the best possible approach",positive
" Dr ammar anwer was very attentive and listened to my problems carefully.He systematically asked me questions to properly diagnose me.
Highly recommend ",positive
" So far feel relax by talking to her, it was my first time experience by consultation through oladoc. She gave me some guidance and I am hoping for the best now that in future I may get desired result.",Positive
Really bummer experience,Negative
I am not that satisfied,Neutral
" I have something to say for this app. I and doctor were cosulting but the app disconnecting the call.
Please fix this issue. If the consultation is not finished,  call cannot be interrupted.  Thank you. ",Negative
the doctor could not satisfy me with his logic,Negative
She is not a good nutrition and dietation,Negative
I’ve visited chaklala branch at 9:35 pm and they said its closed although I’ve called the helpline before they said its operational till 10:00 pm secondly instead they guide me where to go then didn’t even bothered to let me in and i kept talking to,Negative
IT was a very good experience he checked me very carefully answered all my questions with my satisfaction I recommended him 100 perceny for my family and friends,Positive
